crash_date,crash_time,borough,zip_code,latitude,longitude,location,on_street_name,cross_street_name,off_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,collision_id,vehicle_type_code1,vehicle_type_code2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5
2023-11-24,17:30,BROOKLYN,,40.630001,-74.198198,POINT (-74.198198 40.630001),BOSTON ROAD,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4004361,Sedan,Sedan,,,
2023-11-23,13:45,BROOKLYN,11317,40.647137,-74.048104,POINT (-74.048104 40.647137),LINDEN BOULEVARD,LINDEN BOULEVARD,,0,0,0,0,0,0,0,0,Following Too Closely,Driver Inattention/Distraction,,,,4002822,Sedan,,,,
2023-09-24,22:15,QUEENS,10877,40.648681,-73.992234,POINT (-73.992234 40.648681),CANAL STREET,BROADWAY,,0,0,0,0,0,0,0,0,Following Too Closely,Failure to Yield Right-of-Way,,,,4000393,Sedan,Sedan,,,
2023-10-16,06:15,MANHATTAN,10234,40.657943,-73.800928,POINT (-73.800928 40.657943),GRAND CONCOURSE,HYLAN BOULEVARD,,1,0,2,0,0,0,0,0,Failure to Yield Right-of-Way,Turning Improperly,,,,4000106,Bike,Bike,,,
2023-10-31,07:15,BROOKLYN,11552,40.518654,-73.949534,POINT (-73.949534 40.518654),BOSTON ROAD,JEROME AVENUE,,1,0,0,0,0,0,0,0,Following Too Closely,Backing Unsafely,,,,4002705,Sedan,Pick-up Truck,,,
2023-04-19,00:15,QUEENS,10225,40.714414,-74.071782,POINT (-74.071782 40.714414),ATLANTIC AVENUE,HYLAN BOULEVARD,,0,0,0,0,0,0,0,0,Following Too Closely,,,,,4003161,,Station Wagon/Sport Utility Vehicle,,,
2023-12-16,06:30,QUEENS,10277,40.545846,-73.782318,POINT (-73.782318 40.545846),QUEENS BOULEVARD,FLATBUSH AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Turning Improperly,,,,4002067,Sedan,Station Wagon/Sport Utility Vehicle,,,
2023-01-05,00:45,MANHATTAN,10465,,,,BOSTON ROAD,FLATBUSH AVENUE,,0,0,0,0,0,0,0,0,Unknown,Driver Inattention/Distraction,,,,4003286,Pick-up Truck,Pick-up Truck,,,
2023-12-15,02:00,BROOKLYN,10135,40.665949,-74.082346,POINT (-74.082346 40.665949),FLATBUSH AVENUE,,,0,0,0,0,0,0,0,0,Following Too Closely,Driver Inattention/Distraction,,,,4002103,TAXI,Pick-up Truck,,,
2023-07-11,12:00,,,,,,,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Following Too Closely,,,,4001840,Motorcycle,Motorcycle,,,
2023-08-27,12:00,MANHATTAN,10955,,,,BROADWAY,JEROME AVENUE,,2,0,1,0,0,0,0,0,Passing or Lane Usage Improper,Backing Unsafely,,,,4001295,Station Wagon/Sport Utility Vehicle,Sedan,,,
2023-09-12,09:45,STATEN ISLAND,11378,40.596463,-73.84997,POINT (-73.84997 40.596463),FLATBUSH AVENUE,JEROME AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,,,,,4002527,Station Wagon/Sport Utility Vehicle,,,,
2023-04-28,08:45,BROOKLYN,11123,40.823744,-74.041585,POINT (-74.041585 40.823744),BOSTON ROAD,,,2,0,2,0,0,0,0,0,Pavement Slippery,Driver Inattention/Distraction,Unspecified,,,4003443,Bike,Station Wagon/Sport Utility Vehicle,,,
2023-04-07,18:45,BROOKLYN,10064,40.789811,-74.008279,POINT (-74.008279 40.789811),GRAND CONCOURSE,QUEENS BOULEVARD,,2,0,0,0,0,0,0,0,Backing Unsafely,Following Too Closely,,,,4001344,TAXI,Bus,,,
2023-01-26,04:15,BRONX,10262,40.824766,-73.86014,POINT (-73.86014 40.824766),JEROME AVENUE,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Passing or Lane Usage Improper,,,,4003967,Station Wagon/Sport Utility Vehicle,,Station Wagon/Sport Utility Vehicle,,
2023-11-04,12:30,QUEENS,10834,40.579165,-73.853111,POINT (-73.853111 40.579165),NORTHERN BOULEVARD,GRAND CONCOURSE,,4,0,0,0,0,0,0,0,Following Too Closely,Driver Inattention/Distraction,,,,4001419,Bike,Sedan,,,
2023-05-05,05:00,STATEN ISLAND,,40.895921,-73.987863,POINT (-73.987863 40.895921),GRAND CONCOURSE,FLATBUSH AVENUE,,4,0,1,0,1,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,4001483,Sedan,Station Wagon/Sport Utility Vehicle,,,
2023-04-11,17:45,MANHATTAN,10054,40.868109,-74.124735,POINT (-74.124735 40.868109),BELT PARKWAY,NORTHERN BOULEVARD,,1,0,0,0,0,0,0,0,Following Too Closely,Passing or Lane Usage Improper,,,,4000468,Sedan,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,
2023-08-05,13:45,BROOKLYN,10726,40.670965,-74.198121,POINT (-74.198121 40.670965),FLATBUSH AVENUE,,,2,0,0,0,0,0,0,0,Unspecified,Driver Inattention/Distraction,,,,4000008,Sedan,TAXI,Motorcycle,,
2023-01-31,01:30,STATEN ISLAND,10773,40.608018,-73.720343,POINT (-73.720343 40.608018),LINDEN BOULEVARD,LINDEN BOULEVARD,,0,0,0,0,0,0,0,0,Following Too Closely,Backing Unsafely,,,,4001666,Station Wagon/Sport Utility Vehicle,TAXI,,,
2023-04-30,06:45,BROOKLYN,11500,40.773798,-74.052471,POINT (-74.052471 40.773798),ATLANTIC AVENUE,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4000889,Sedan,,,,
2023-08-14,14:15,QUEENS,11669,40.810953,-73.842458,POINT (-73.842458 40.810953),BROADWAY,BOSTON ROAD,,0,0,0,0,0,0,0,0,Following Too Closely,,,,,4004239,Sedan,Bus,,,
2023-05-16,15:15,STATEN ISLAND,11658,40.773879,-73.91798,POINT (-73.91798 40.773879),LINDEN BOULEVARD,,,1,0,0,0,0,0,0,0,Driver Inattention/Distraction,Pavement Slippery,,,,4002380,Sedan,Van,,,
2023-07-26,00:15,QUEENS,11663,40.650885,-74.146366,POINT (-74.146366 40.650885),,HYLAN BOULEVARD,,0,1,0,0,0,0,0,0,Driver Inattention/Distraction,Backing Unsafely,Driver Inattention/Distraction,,,4000157,Sedan,Van,Station Wagon/Sport Utility Vehicle,,
2023-10-31,09:00,BROOKLYN,10978,40.591693,-73.904339,POINT (-73.904339 40.591693),GRAND CONCOURSE,GRAND CONCOURSE,,0,0,0,0,0,0,0,0,Unsafe Speed,,,,,4003285,Station Wagon/Sport Utility Vehicle,,Motorcycle,,
2023-06-27,14:30,BROOKLYN,10053,40.805012,-73.922704,POINT (-73.922704 40.805012),NORTHERN BOULEVARD,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4002319,Sedan,,,,
2023-04-28,12:30,,,,,,FLATBUSH AVENUE,JEROME AVENUE,,1,0,1,0,0,0,0,0,Passing or Lane Usage Improper,,,,,4001491,Sedan,Sedan,,,
2023-12-22,16:45,BROOKLYN,11143,40.542538,-73.846828,POINT (-73.846828 40.542538),HYLAN BOULEVARD,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4003488,Sedan,TAXI,,,
2023-11-05,02:30,BRONX,10886,40.617,-74.043167,POINT (-74.043167 40.617),LINDEN BOULEVARD,BROADWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Following Too Closely,,,,4002164,Sedan,,,,
2023-10-03,17:00,BROOKLYN,10495,40.713535,-73.916204,POINT (-73.916204 40.713535),BELT PARKWAY,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,,4000681,Sedan,Station Wagon/Sport Utility Vehicle,,,
2023-04-08,05:15,QUEENS,11056,40.772435,-74.127491,POINT (-74.127491 40.772435),GRAND CONCOURSE,QUEENS BOULEVARD,,1,0,0,0,0,0,0,0,Unsafe Speed,,,,,4004793,Station Wagon/Sport Utility Vehicle,,,,
2023-12-03,18:15,BRONX,11641,40.715143,-73.968502,POINT (-73.968502 40.715143),BROADWAY,ATLANTIC AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Passing or Lane Usage Improper,,,,4002115,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2023-11-20,20:15,BROOKLYN,,40.807868,-74.012254,POINT (-74.012254 40.807868),ATLANTIC AVENUE,GRAND CONCOURSE,,1,0,0,0,0,0,0,0,Driver Inattention/Distraction,Backing Unsafely,,,,4004139,Unknown,,,,
2023-06-29,22:30,BROOKLYN,11690,40.658839,-74.143353,POINT (-74.143353 40.658839),NORTHERN BOULEVARD,,PARKING LOT,3,0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,4004627,Bike,Van,,,
2023-08-21,03:45,MANHATTAN,11048,,,,BOSTON ROAD,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,4002715,Box Truck,TAXI,,,
2023-03-25,18:00,BRONX,10139,40.637661,-73.775528,POINT (-73.775528 40.637661),NORTHERN BOULEVARD,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4002598,Station Wagon/Sport Utility Vehicle,Pick-up Truck,Van,,
2023-12-24,01:00,QUEENS,10530,40.537927,-74.075831,POINT (-74.075831 40.537927),BROADWAY,GRAND CONCOURSE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4004259,Bike,Box Truck,,,
2023-04-27,16:30,,,,,,BROADWAY,NORTHERN BOULEVARD,,2,0,0,0,1,0,0,0,Driver Inattention/Distraction,Following Too Closely,,,,4001501,Station Wagon/Sport Utility Vehicle,Van,,,
2023-10-28,11:15,BRONX,,40.505017,-74.247857,POINT (-74.247857 40.505017),NORTHERN BOULEVARD,HYLAN BOULEVARD,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4002642,Sedan,Station Wagon/Sport Utility Vehicle,,,
2023-09-02,12:00,QUEENS,10871,40.548624,-73.72443,POINT (-73.72443 40.548624),LINDEN BOULEVARD,CANAL STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Following Too Closely,,,,4002789,TAXI,Van,,,
2023-09-26,19:30,BRONX,11557,40.810214,-74.097925,POINT (-74.097925 40.810214),LINDEN BOULEVARD,CANAL STREET,,4,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Backing Unsafely,,,4000029,Sedan,Station Wagon/Sport Utility Vehicle,,,
2023-11-30,21:30,BRONX,10970,40.799169,-74.171266,POINT (-74.171266 40.799169),BOSTON ROAD,,,0,2,0,0,0,0,0,0,Driver Inattention/Distraction,Backing Unsafely,,,,4002138,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2023-10-23,05:45,STATEN ISLAND,10014,40.849141,-73.957662,POINT (-73.957662 40.849141),BELT PARKWAY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4003877,Van,Station Wagon/Sport Utility Vehicle,,,
2023-04-13,13:15,BROOKLYN,10581,40.769887,-73.738946,POINT (-73.738946 40.769887),QUEENS BOULEVARD,QUEENS BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Backing Unsafely,,,,4002788,E-Bike,Pick-up Truck,,,
2023-04-23,01:00,BROOKLYN,11431,40.864808,-73.972524,POINT (-73.972524 40.864808),HYLAN BOULEVARD,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Following Too Closely,,,,4003830,Station Wagon/Sport Utility Vehicle,Bike,,,
2023-07-17,10:45,BROOKLYN,11127,,,,FLATBUSH AVENUE,BOSTON ROAD,PARKING LOT,0,0,0,0,0,0,0,0,Backing Unsafely,Following Too Closely,,,,4001972,TAXI,Van,Box Truck,,
2023-11-06,13:00,BRONX,10931,40.807111,-73.821649,POINT (-73.821649 40.807111),BOSTON ROAD,,,2,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4004133,Sedan,Sedan,,,
2023-11-04,05:15,,,,,,QUEENS BOULEVARD,CANAL STREET,,2,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Following Too Closely,,,,4001424,Pick-up Truck,TAXI,,,
2023-01-01,22:30,BROOKLYN,11675,,,,BOSTON ROAD,,,3,0,1,0,0,0,0,0,Following Too Closely,Driver Inattention/Distraction,,,,4003289,Sedan,Sedan,,,
2023-02-11,00:15,,,,,,FLATBUSH AVENUE,BELT PARKWAY,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4001893,Sedan,Station Wagon/Sport Utility Vehicle,,,
2023-05-26,21:00,BROOKLYN,10495,,,,FLATBUSH AVENUE,BELT PARKWAY,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Failure to Yield Right-of-Way,,,,4003773,Van,Sedan,,,
2023-02-11,16:45,MANHATTAN,10226,40.722346,-74.066246,POINT (-74.066246 40.722346),HYLAN BOULEVARD,QUEENS BOULEVARD,,1,0,0,0,0,0,0,0,Following Too Closely,,,,,4003134,Sedan,,,,
2023-08-26,20:45,MANHATTAN,10292,,,,NORTHERN BOULEVARD,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unknown,,,,4000228,TAXI,Station Wagon/Sport Utility Vehicle,,,
2023-01-28,10:00,MANHATTAN,11256,40.787311,-73.953442,POINT (-73.953442 40.787311),QUEENS BOULEVARD,,,0,0,0,0,0,0,0,0,Turning Improperly,Passing or Lane Usage Improper,,,,4000248,,Bike,,,
2023-05-11,14:30,MANHATTAN,11093,,,,FLATBUSH AVENUE,LINDEN BOULEVARD,,2,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4002329,Bus,Sedan,,,
2023-10-15,20:30,MANHATTAN,10767,,,,BELT PARKWAY,,,0,0,0,0,0,0,0,0,Unknown,,,,,4000151,Pick-up Truck,,,,
2023-04-24,20:45,BRONX,11234,40.900297,-74.206824,POINT (-74.206824 40.900297),GRAND CONCOURSE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,4004597,Station Wagon/Sport Utility Vehicle,Sedan,,,
2023-10-16,02:45,BROOKLYN,11403,40.712514,-74.131808,POINT (-74.131808 40.712514),,,PARKING LOT,2,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4002940,Motorcycle,Sedan,,,
2023-09-20,19:45,QUEENS,10492,40.915115,-74.168508,POINT (-74.168508 40.915115),JEROME AVENUE,JEROME AVENUE,,3,0,0,0,0,0,0,0,Traffic Control Disregarded,Pavement Slippery,,,,4000655,Station Wagon/Sport Utility Vehicle,Sedan,,,
2023-01-01,11:15,QUEENS,11454,40.602594,-73.958797,POINT (-73.958797 40.602594),GRAND CONCOURSE,QUEENS BOULEVARD,,3,0,0,0,0,0,0,0,Driver Inattention/Distraction,Following Too Closely,,,,4000856,Van,Sedan,,,
2023-08-22,01:15,MANHATTAN,10925,40.867829,-73.817194,POINT (-73.817194 40.867829),QUEENS BOULEVARD,QUEENS BOULEVARD,,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,,,,4000227,Pick-up Truck,Sedan,,,
2023-07-25,21:15,MANHATTAN,11025,40.527593,-74.20818,POINT (-74.20818 40.527593),NORTHERN BOULEVARD,,,1,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Backing Unsafely,,,,4004599,,Sedan,,,
2023-04-12,02:30,BROOKLYN,10739,,,,NORTHERN BOULEVARD,,,2,0,0,0,0,0,0,0,Unsafe Speed,Driver Inattention/Distraction,,,,4001438,Station Wagon/Sport Utility Vehicle,,,,
2023-05-07,16:45,QUEENS,10080,40.508298,-74.235103,POINT (-74.235103 40.508298),BOSTON ROAD,,,0,0,0,0,0,0,0,0,Unknown,Following Too Closely,,,,4003386,Sedan,Sedan,,,
2023-10-18,11:30,QUEENS,11159,40.758864,-74.081878,POINT (-74.081878 40.758864),JEROME AVENUE,,,3,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Following Too Closely,,,,4000179,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,
2023-12-21,01:45,BROOKLYN,10024,,,,FLATBUSH AVENUE,,,2,0,0,0,0,0,0,0,,Following Too Closely,,,,4004264,Sedan,Sedan,,,
2023-10-12,11:30,BROOKLYN,10314,40.675359,-73.968387,POINT (-73.968387 40.675359),CANAL STREET,,,0,1,0,0,0,0,0,0,Following Too Closely,Failure to Yield Right-of-Way,Unsafe Speed,,,4002267,Sedan,Box Truck,,,
2023-07-22,06:00,MANHATTAN,10788,40.893609,-73.974577,POINT (-73.974577 40.893609),ATLANTIC AVENUE,,,2,0,0,0,0,0,0,0,Following Too Closely,,Failure to Yield Right-of-Way,,,4004220,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2023-06-27,22:00,,,,,,FLATBUSH AVENUE,,,1,0,0,0,0,0,0,0,Unsafe Speed,Following Too Closely,,,,4004767,,Sedan,,,
2023-02-20,09:45,QUEENS,10674,40.590737,-74.150594,POINT (-74.150594 40.590737),GRAND CONCOURSE,QUEENS BOULEVARD,,2,0,1,0,0,0,0,0,,Failure to Yield Right-of-Way,,,,4000561,Station Wagon/Sport Utility Vehicle,Sedan,,,
2023-10-26,11:30,QUEENS,11587,40.517752,-74.059023,POINT (-74.059023 40.517752),NORTHERN BOULEVARD,,,1,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4004808,Van,,,,
2023-06-22,08:15,MANHATTAN,11247,40.513149,-73.830352,POINT (-73.830352 40.513149),CANAL STREET,BELT PARKWAY,,1,0,1,0,0,0,0,0,Turning Improperly,Driver Inattention/Distraction,,,,4000472,Sedan,Station Wagon/Sport Utility Vehicle,,,
2023-11-05,22:30,QUEENS,10846,40.907606,-74.000935,POINT (-74.000935 40.907606),FLATBUSH AVENUE,LINDEN BOULEVARD,,2,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4000168,Van,,,,
2023-08-27,12:00,MANHATTAN,10955,,,,BROADWAY,JEROME AVENUE,,2,0,1,0,0,0,0,0,Passing or Lane Usage Improper,Backing Unsafely,,,,4001295,Station Wagon/Sport Utility Vehicle,Sedan,,,
2023-08-24,01:45,QUEENS,11532,40.744176,-74.205412,POINT (-74.205412 40.744176),BROADWAY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,4004451,Bus,Van,,,
2023-04-10,10:30,BRONX,10284,40.828876,-73.828461,POINT (-73.828461 40.828876),LINDEN BOULEVARD,CANAL STREET,,0,1,0,0,0,0,0,0,Traffic Control Disregarded,Driver Inattention/Distraction,,,,4000776,Sedan,Box Truck,,,
2023-07-15,02:45,BROOKLYN,10344,40.794977,-73.9103,POINT (-73.9103 40.794977),NORTHERN BOULEVARD,FLATBUSH AVENUE,,1,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4002591,TAXI,Sedan,E-Bike,,
2023-03-06,03:15,QUEENS,11113,40.526509,-74.049018,POINT (-74.049018 40.526509),LINDEN BOULEVARD,,,4,0,0,0,0,0,0,0,Following Too Closely,Backing Unsafely,,,,4000553,,,,,
2023-07-03,15:30,QUEENS,11554,40.71955,-74.030772,POINT (-74.030772 40.71955),NORTHERN BOULEVARD,GRAND CONCOURSE,,0,0,0,0,0,0,0,0,Following Too Closely,Driver Inattention/Distraction,,,,4001010,Sedan,TAXI,Station Wagon/Sport Utility Vehicle,,
2023-08-23,12:30,MANHATTAN,10240,40.763329,-73.805652,POINT (-73.805652 40.763329),QUEENS BOULEVARD,BOSTON ROAD,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4004951,Van,,,,
2023-07-16,19:00,MANHATTAN,11240,40.699165,-73.70787,POINT (-73.70787 40.699165),QUEENS BOULEVARD,,,0,0,0,0,0,0,0,0,Unspecified,Passing or Lane Usage Improper,Unspecified,,,4001702,Sedan,Sedan,,,
2023-04-03,16:00,STATEN ISLAND,10488,40.572607,-74.01847,POINT (-74.01847 40.572607),QUEENS BOULEVARD,ATLANTIC AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Turning Improperly,,,,4003827,Sedan,Sedan,,,
2023-05-06,04:45,STATEN ISLAND,10017,,,,JEROME AVENUE,BROADWAY,,2,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Driver Inattention/Distraction,,,,4000486,Pick-up Truck,Sedan,,,
2023-11-30,21:30,BRONX,10970,40.799169,-74.171266,POINT (-74.171266 40.799169),BOSTON ROAD,,,0,2,0,0,0,0,0,0,Driver Inattention/Distraction,Backing Unsafely,,,,4002138,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2023-04-09,00:15,MANHATTAN,,40.752518,-74.026774,POINT (-74.026774 40.752518),QUEENS BOULEVARD,HYLAN BOULEVARD,PARKING LOT,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,4000296,Sedan,Bike,,,
2023-11-10,02:45,MANHATTAN,11206,40.607815,-74.01383,POINT (-74.01383 40.607815),,LINDEN BOULEVARD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Turning Improperly,,,,4001209,Station Wagon/Sport Utility Vehicle,,,,
2023-08-04,00:30,BRONX,11063,40.792904,-73.98427,POINT (-73.98427 40.792904),CANAL STREET,,PARKING LOT,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4004730,Station Wagon/Sport Utility Vehicle,TAXI,,,
2023-09-23,17:00,MANHATTAN,11610,,,,BELT PARKWAY,BELT PARKWAY,,1,0,0,0,0,0,0,0,Driver Inattention/Distraction,Passing or Lane Usage Improper,,,,4004396,Sedan,Motorcycle,,,
2023-06-10,13:00,MANHATTAN,10959,40.868931,-74.159234,POINT (-74.159234 40.868931),NORTHERN BOULEVARD,FLATBUSH AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Pavement Slippery,,,,4002351,Sedan,,,,
2023-07-17,04:30,BROOKLYN,10756,40.557924,-74.157943,POINT (-74.157943 40.557924),JEROME AVENUE,,,3,0,0,0,0,0,0,0,Unspecified,Following Too Closely,,,,4004183,Sedan,,,,
2023-12-07,04:45,BROOKLYN,11126,,,,NORTHERN BOULEVARD,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,4001129,Station Wagon/Sport Utility Vehicle,Sedan,,,
2023-11-24,10:45,STATEN ISLAND,10344,40.62034,-73.902558,POINT (-73.902558 40.62034),QUEENS BOULEVARD,BELT PARKWAY,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,4000199,Sedan,Pick-up Truck,,,
2023-04-09,12:00,QUEENS,11529,40.645832,-73.777191,POINT (-73.777191 40.645832),HYLAN BOULEVARD,,,0,0,0,0,0,0,0,0,Following Too Closely,Passing or Lane Usage Improper,,,,4001815,Motorcycle,Bike,,,
2023-01-15,03:30,MANHATTAN,10502,40.675206,-73.979462,POINT (-73.979462 40.675206),HYLAN BOULEVARD,,,0,1,0,0,0,0,0,0,Following Too Closely,Passing or Lane Usage Improper,,,,4000279,Station Wagon/Sport Utility Vehicle,Sedan,Bus,,
2023-07-02,23:45,QUEENS,11603,40.553861,-74.129998,POINT (-74.129998 40.553861),BOSTON ROAD,,,2,0,0,0,0,0,0,0,Following Too Closely,,,,,4001034,Sedan,Sedan,,,
2023-01-29,04:00,BROOKLYN,10348,40.56271,-74.030354,POINT (-74.030354 40.56271),NORTHERN BOULEVARD,BOSTON ROAD,PARKING LOT,0,0,0,0,0,0,0,0,Following Too Closely,Pavement Slippery,,,,4000893,Van,Sedan,,,
2023-07-10,14:45,STATEN ISLAND,11365,40.825734,-73.885574,POINT (-73.885574 40.825734),QUEENS BOULEVARD,BROADWAY,,1,0,1,0,0,0,0,0,Following Too Closely,Unspecified,,,,4001448,Pick-up Truck,Sedan,,,
2023-04-11,18:45,STATEN ISLAND,11069,40.690317,-73.82449,POINT (-73.82449 40.690317),ATLANTIC AVENUE,BELT PARKWAY,,1,0,0,0,0,0,0,0,Pavement Slippery,Passing or Lane Usage Improper,,,,4000705,TAXI,Station Wagon/Sport Utility Vehicle,,,
2023-08-29,19:00,QUEENS,11221,40.809398,-73.803271,POINT (-73.803271 40.809398),NORTHERN BOULEVARD,GRAND CONCOURSE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Following Too Closely,,,,4001436,Unknown,TAXI,,,
2023-06-11,12:15,QUEENS,10853,40.611866,-74.091258,POINT (-74.091258 40.611866),BELT PARKWAY,,,0,0,0,0,0,0,0,0,Following Too Closely,,,,,4002592,Sedan,,,,
2023-07-13,15:15,MANHATTAN,11420,40.69307,-73.700523,POINT (-73.700523 40.69307),GRAND CONCOURSE,BELT PARKWAY,,1,0,1,0,0,0,0,0,Following Too Closely,Unspecified,,,,4004437,Bus,TAXI,,,
2023-09-06,22:30,QUEENS,10983,40.91955,-74.243593,POINT (-74.243593 40.91955),BELT PARKWAY,,,1,0,2,0,0,0,0,0,Driver Inattention/Distraction,,,,,4001869,Box Truck,,,,
2023-04-05,16:00,MANHATTAN,11115,40.770469,-74.04707,POINT (-74.04707 40.770469),FLATBUSH AVENUE,BROADWAY,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,4003319,Bike,Station Wagon/Sport Utility Vehicle,Bus,,
2023-07-26,00:30,QUEENS,,40.617806,-73.768595,POINT (-73.768595 40.617806),HYLAN BOULEVARD,NORTHERN BOULEVARD,,2,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Passing or Lane Usage Improper,,,,4001391,TAXI,Van,Van,,
2023-07-14,05:15,MANHATTAN,10951,40.879105,-73.879259,POINT (-73.879259 40.879105),BOSTON ROAD,JEROME AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4003102,TAXI,Station Wagon/Sport Utility Vehicle,,,
2023-02-02,03:15,MANHATTAN,10386,40.625266,-73.770287,POINT (-73.770287 40.625266),FLATBUSH AVENUE,QUEENS BOULEVARD,,1,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4001323,Sedan,Station Wagon/Sport Utility Vehicle,,,
2023-09-20,20:00,QUEENS,11204,40.91682,-73.906976,POINT (-73.906976 40.91682),BELT PARKWAY,CANAL STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Failure to Yield Right-of-Way,,,,4002330,TAXI,Bike,,,
2023-02-26,11:00,,,,,,ATLANTIC AVENUE,BOSTON ROAD,,1,0,0,0,0,0,0,0,,Driver Inattention/Distraction,,,,4001117,Sedan,Sedan,,,
2023-06-28,17:00,BROOKLYN,10764,40.563692,-73.776613,POINT (-73.776613 40.563692),GRAND CONCOURSE,,,2,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Passing or Lane Usage Improper,,,,4001197,Motorcycle,Sedan,,,
2023-12-14,16:30,QUEENS,11301,,,,HYLAN BOULEVARD,BOSTON ROAD,,0,0,0,0,0,0,0,0,Following Too Closely,Failure to Yield Right-of-Way,,,,4003942,Sedan,Van,Station Wagon/Sport Utility Vehicle,,
2023-01-30,11:45,MANHATTAN,11376,40.88641,-73.92206,POINT (-73.92206 40.88641),BROADWAY,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4002603,Sedan,Unknown,,,
